Review	Relabel
생각보다 이 쪼금 크긴 하네염 저랑 비슷한 키 이시면 차라리 가시는게 아니면 몸이 더 크신분이면 가두 괜찮구	0
가격대비 핏도 좋고 촉감도 좋고 너무 좋아요 다른 색상도 구매 용의가 있습니다	1
입었을때 이옷이다 하고 느낌 왔어여 이제 막 기본템들 사고 있었는데 너무 좋아요	1
너무 편하고 여름에 입으면 최고의 바지가 될것같아요ㅎㅎ	1
예약배송이라 늦게 받아서 너무 아쉽지만 제품은 대만족입니다 색감 너무 이쁘고 핏감도 미쳤어요인기 많은 이유가 있습니다 고민할 시간에 구매하셔서 한번이라도 더 입는게 좋아요	0
옷이 워낙 이쁘고 전체적으로 퀄리티도 좋습니다 살짝 아쉬운게있다면 흰가죽 부분에 이염이 너무 잘되어서 오염에 주의해야합니다 그것빼고는 정말 만족합니다	0
오래기다린 보람이 잇습니다 아주 맘에 드네요 이뻐요	1
기장이 생각보다 좀 더 길긴 한데 일자핏으로 똑 떨어지는 게 이뻐용	0
처음에 밑쪽에 퀼팅처리가 안되있는게 와서 교환했는데 이번엔 엉덩이쪽이 처리가 안되있어요맘에 들게 완벽한건 받기 어려울 것 같아 그냥 입으려구요	0
좋은 후기가 많아서 망설임 없이 구입했는데 첫 기본 블레이저로 너무 좋아요	1
흐음 배송이 너무 오래 걸려서 야메떼 했으니 저도 야메떼한 후기 남기겠습니다크크	0
발마칸 코트 중에서 너무 고민하면서 찾고 있었는데말이 필요없는 비슬로우 제품이기에 바로 구매했습니다 두께감 너무 좋구 색감 핏감 너무 만족 스럽습니다	1
밝은 색상의 찐녹색이어서 정말 이뻐요 레이어드해서 입어두 괜찮고 코트랑 입어도 괜찮고 활용도가 너무 좋더라구요 사이즈도 정사이즈여서 좋아요	1
색감이나 디자인이 그럭저럭 괜찮습니다목부분이 폴라여도 좋았을듯 하네요	1
코트 진짜 사이즈도 넉넉하고 레이어드하기 너무 좋아요두께도 정당해서 너무 맘에들어요 	1
여름에 반팔 니트 사고 마음에 들어서 가을에도 샀는데 역시 가성비 좋아유	1
거울이 더러워서 좀 민망하긴 하지만 옷 색감이랑 이쁘네요ㅎㅎ 남여공용이라 그런가 옷이 클줄은 알았는데 품이 생각보다 더 많이 크네요 그리고 냄새가 심해요ㅠㅠ 새옷에서 좋은냄새를 바라는건 아닌데 냄새가 잘 안빠지네요 그래도 옷은 마음에 듭니당 아 일예약배송인거로 알고 기다리는 중이었는데 갑자기 택배가와서 놀랬어요ㅋㅋㅋㅋㅋ 여러모로 만족합니당	0
세번째 구매입니다 화란니트는 베스트셀러라서 말이 필요없죠 상당히 만족합니다	1
너무 부드러워요 제가 원하던 소재네요 색감도 너무 이쁩니다 최고에요	1
가격대비 최고네요핏이 원하는대로 떨어져서 좋아요다른 색상도 구매할 예정입니다 	1
색감도 이쁘고 이너나 단품으로고 활용하기 좋아요	1
낙낙하게 입기 좋아요 소매접어서 입고 싶었는데 리얼버튼아닌건 살짝 아쉽네용	0
가격대비 재질이랑 퀄리티 너무 좋아요 마음에 듭니다 ㅎㅎ	1
입으면 부해보여서 같이 구매한 다른 색들은 다른 사람들 줬는데 초록은 포기 못했습니다 그만큼 이쁜 색이에요	0
좋아요 너무 좋아요 재구매의사 있습니다 사이즈 적당해요	1
 어깨 있는 편  전체적으로 사이즈 잘 맞고 많은 분들 말대로 팔은 조금 긴편 캐주얼 블레이저 입문으론 완벽합니다	1
부드럽고 넥라인 짱짱해요 활용도도 아주 좋아요 	1
보들보들 너무 좋아요 오버핏이라 이쁘기도 하고 역시 믿고사는 엘무드에여	1
엘무드 니트 인기있는 이유 알겠네요다른색도 구매의향 	1
이쁜데 재질이 늘어나지않아 입기불편하고 너무무겁습니다	0
생각보다 두께감 있어서 오히려 좋았어요  월까지 입을 수 있을것같아요근데 두께감 때문에 엄청 두꺼운 옷은 못입을 것같아용그리고 저는 너무 오버핏은 부담스러워서 샀는데 어깨랑 등치 있는 편인데도 어깨 살짝 오버였어요 넘 맘에 들어요 ㅎㅎ 저처럼 살짝만 오버되게 입고싶으면 사이즈 다운 하시는게 좋을 것 같아요 무신사 스탠다드 최고 ㅜㅜ	1
스타일링하기 너무 편했고 여자친구가 너무 좋아했다덕분에 연애 오래할 듯 개이득	1
사이즈가 조금 걱정이었는데 널널해서 너무 좋고 옷도 얇아서 여름에 입기에는 좋아요 특히나 다른 옷 들이랑 매칭하기에 너무 좋아요	1
분위기있는 검은색이에요 어느 코디에든 잘 어울리고 정말 편합니다	1
그레이 슬랙스랑 너무 잘 맞는거 같아요 맨살에 입어도 까슬거리지 않아서 너무 좋고 이 가격에 이 퀄리티 살 수 있다는게 큰 장점인거 같아요	1
색감 너무 예쁘고 봄에 잘 어울리는 칼라감입니다 휘뚜루마뚜루 입기에도 너무 좋아요	1
진한 모카 색상 참 마음에드네요진한 청바지와 독일군 스니커즈에 안성맞춤입니다	1
가성비 최고의 후드티입니다세탁해서 안망가지고 좋아요핏은 적당히 좋네요	1
역시 깡형은 믿을만 해요 품질 넘 좋고 스타일도 최고	1
년입고 보풀 조금씩 생겨서 재구매합니다 가성비 항상 최고입니다	1
예뻤어요 첨에는세탁은 조심하세요저처럼 아기핏됩니다	0
커버낫은 무적권 사입는 브랜드 너무 좋아요휘뚜루마뚜루템이에요 또 구매할거에요 시원한 재질이에요	1
재질과 핏 다 좋습니다하지만 밑단이 넓어요접어서 입기 힘드니 넣입 아니면아예 안 접고 입어야 합니다	0
제 키 기준으로 는 기장이 좀 타이트하고 는 사알짝 긴거 같은데 어떤가요	0
결혼식장 갈때 입으려고 구매했는데 깔끔하고 이쁘네요 두께는 얇아서 지금은 좀 추워요 날풀리면 잘입고다니겠습니다	0
아주 부드럽고 색상도 봄에 어울리는 색깔이에요  추천드립니다	1
제품은 진짜 잘 만들었습니다 사이즈도 잘 선택한것 같고요 엘무드가 최애 브랜드여서 가디건 품절이어서 배송 한달기다려서 받았는데 빨간색 실같은것들이 많이 붙어있는데 이건 보풀 일어날까봐 테이프도 못쓰고해서 환불하려다 그냥 손으로 일일이 떼고 입었습니다 실 섞인거 겁나겁나 많음요 다 떼고 나면 이쁨 근데 바쁘다고 대충 만든게 너무나 괴씸	0
가성비 좋고 부드럽고 포장도 좋아요 너무너무 좋아요	1
주머니 없는거 불편	0
가격값하네요 원단도 튼튼하고 촉감도 부드러워서 만족합니다 다른 색도 구매할 의향이 있습니다 	1
화란 니트 너무 부드럽고 아무데나 다 어울려요 색감도 이쁘고 따듯하네요	1
얇은 두께에 밴딩까지 있어서 정말 아무때나 편하게 입기 최고에요	1
무탠다드 블레이저는 가성비 블레이저 중최고라고 생각합니다 ㅎ	1
내가 잘보고 샀어야했는데 통이 너무컸음그리고 너무 얇음	0
옷 질감이 매우 좋고 배송도 신속하게 와서 좋아요	1
배송빠르고 무신사 기본코트 너무 이쁘게나온듯해요덩치가있어서 시켰는데 적당히 오버하니 좋네요	1
마감이 너무엉망이네요 밑단 시보리엔 심지어 구멍도 뚫려있ㅋㅋ어이가없네요 그냥	0
엄청 바스락 거리는 소재에요허리는 고무줄 바지에요	0
따뜻하고 가볍고 이쁘네요다음에도 이용하겠습니다	0
번째로 구매하는데 역시만족도가 좋네요 슬랙스 최고	1
완전 마음에 드는 가디건   핏 기장 완벽하고 흠잡을 곳 없음	1
이게 무탠다드지    잘 맞아요 가즈아	0
이거 물건입니다근래 산 옷 중에 최고만족입니다크롭한 기장감도 레이어드 하기에 딱이구요다른 컬러가 자연스럽게 땡기네요	1
너무 예뿌요 너무 좋아요 다들 꼭 사세요 핏 대박 짱짱	1
엘무드 니트는 색도이쁘고 핏도이쁘고 너무좋네요	1
다른 색상도 있다면 깔별로 다 사고싶을 정도로 정말 딱 맞는 바지인 것 같습니다 너무 좋아요	1
세미와이드는 처음 입어보는데 역시 입문용으론 무탠다드가 최고네요 제가 입을 수 있는 사이즈도 출시해주니 바지는 무탠다드 아니면 못사겠어여	1
일단 사이즈는 약간 루즈하게 입을수 있게 나온거같고 촉감이 엄청 부드럽고 좋았습니다 편하게 입고 다니기 좋은거같고 같은제품의 다른컬러도 하나 구매하고싶네요 	1
옷이 생각보다 작네요ㅠㅠ그래도 옷 자체는 이쁘고 좋네요 ㅎ	0
딱 원하던 핏원단 퀄리티도 좋구기본 블랙 블리이져중엔 최고인거같아여	1
사이즈가 딱 알맞게 만들어졌네요 너무너무 좋아요 잘입을게요	1
봄에 여기저기 편히 입고 다니라고 신랑 사주었는데 가성비 최고네요 팔이 좀 길긴한대 그거 빼곤 만족합니다	1
두께도 좋고 다 좋지만 단점은 무겁다는점 색감은 너무좋다	0
번착 후기저렴하게 샀지만 최악의 원단 품질세탁 한번에 올이 너무 일어나서 당황과 잔여 보풀착용 후 이너에 엄청 남음로 별 개도 아까움번 착용 후 기부	0
배송 진짜 빨리 왔고 사이즈 아주 찰떡입니다 너무 좋아요	1
사놓고 너무 늦게 올렸네요 진짜 원하던 파랑이고 쫀쫀해서 좋아요 산지 한 달 됐나 아직 보풀도 없어요좋은 상품 감사링딩동	1
사이즈는 생각보다 너무 마음에 들었어요 근데 가죽 냄새가 좀 나고 가죽에 이상한 얼룩 같은것도 묻어있어 조금 그렇긴했습니다 	0
가격이 저렴하여 기대안하고샀는데 재질도 좋고 출근하며 입기 최고입니다 저렴히 잘 샀어요	1
기본 후드티로 무난하게 입기 너무 좋아요 오래 입을 것 같아요	1
기모 있어서 따듯함 후드각도 잘 잡히고 세트 구성에 가격도 저렴하길래 기대 안했는데 너무 좋아요	1
질도 잘 모르겠고 톡톡하긴 한데 세탁했더니 목 쭈굴	0
매번 완벽한 핏 계속 찍어내주세요세번째 재구매 중입니다	1
소매부분과 기장 끝부분 마감도 좋고 쫀쫀해서 굿굿 블랙색상 추매 했습니다 ㅋㅋ	1
생각보다 두껍고 무겁지만 가성비로는 최고입니다	1
정말 아무때나 막 입기 좋은 옷이에요 소매도 길고 너무 좋아요 가성비 스파오 최고	1
가격대비 괜찮은거 같음 딱 맞게 입고싶은 사람들은  추천합니다	1
음 절개 안되있는줄 알았는데 되어있네요 무신사 스탠다드 반팔이나 긴팔은 얇아서 별로	0
색깔도 너무이쁘고 무엇보다 두깨감이좋아서 가을이랑 겨울동안 따듯하게 입을 것같아요 최고에요	1
기본템으로 딱 좋아요 가성비 최고정말 스탠다드핏 입니다	1
전체적인 퀄리티핏기장 모두 만족스럽고 동가격대에서는 최고인것 같아요	1
시즌에 맞는 적당한 두께감 부드러운 터치감 그리고 색감까지 마음에 드네요 제품샷보단 실제 컬러가 더 밝습니다 그래서 더 이쁘고 아무데나 잘어울리네요	1
핏도 좋고 사이즈 좋고 이쁩니다 완전 추천드려요	1
디테일이나 스타일이나 너무 완벽한 제품 실물이 더더욱 이뻐요	1
짱이에요 너무 이뻐요 원단 소재도 그렇고 색감도 취저	1
옷 질감이 너무 좋아요 입은 날에는 하루종일 만지고 있네요 ㅋㅋ	1
블레이저 정말 고민 많이 하다가 콜릿에서 샀는데 너무 만족합니다 재질도 싸구려 느낌 안나고 너무 좋아요 다만 제가 어깨가 좀 있어서 그런지 어깡이 되긴 하네옵 그래도 너무 예뻐용	1
전에 다른 색상 구매했었는데 검은색으로 또 샀습니다 립이나 시보리 미니멀하게 잘 나왔고 매우 부드러워서 맨살에 입기도 좋습니다 사이즈는 사이즈 저스트하게 잘 맞았고 어깨는 딱 맞았습니다	1
예약구매로 구매해서 조금 오래 기다렸지만 기다린 보람이 있을정도로 옷 퀄리티가 너무 좋아요너무 부드러워서 전혀 거친 느낌 없이 편하게 입을 수 있고 옷 자체도 너무 예쁩니당	1
가성비 좋고 어디에나 잘 어울리며 편하게 입기 좋습니다	1
그냥 그 가격에 맞는 옷임 싼맛에 입고 치우려고 삿음	0
입기편해요 역시짱입니다 최고에요 더 사려구요	1
편하게 입기 너무 좋아요세일할때 사서 넘  좋구요커버낫이라 싼티도 안나고 원단도 죠아서 죠아요강추	1
첫코트 입니다 여러브랜드 랑 비교도 하고 사면서도 고민 했는데 만족합니다	1
맨날 검정색 슬랙스만입다가 밝은 색으로 샀는데 너무 좋아요 핏도 너무 좋아요	1
살짝은 큰 느낌이 있지만 색감도 사진그대로고 재질이 아주 부드럽습니다	1
두께감  추울때 입으면 완벽사이즈  큰감이 없지않아 있는데 완전 만족핏  그냥 모델 그 자체 죄송	1
쨍한 색감 너무 좋아요 두께감도 적당해요 가성비 쵝오	1
제 체형에 완벽한 핏입니다 어디에든 코디하기 좋아서 잘 입고 다닙니다	1
역시 무탠다드 너무 만족스럽습니다 재구매 의사 있습니다	1
일단 결론부터 말하면 너무너무 맘에 들어요 키가 작고 왜소한 편이라 코트 고를때 스트레스가 심했어요ㅠ 롱코트는 사고싶은데 시중에 나오는 롱코트들이 너무 오버핏이라 몇달을 못 사고 있었는데 이코트를 보고 보자마자 질렀습니당 제 키에 같은 고민이 있으신 분들은 정말 괜찮을거같어요 코트도 부들뷰들한데 보풀은 잘 일어날거같아요 저는 배송받자마자 드라이맡겨서 한번 다리고 보풀도 제거했어용 캐주얼하게 후드랑 입어도 백팩메도 이쁘고 모자써도 이쁘고 진짜 쏙 맘에 들어요 다들 사시길 ㅠ	1
사이즈 진짜 말도안되게 작게 나온거 같아요 에서 로 교환했는데 은 진짜 못입을 정도로 작고 도 원하던 핏은 아닌데 그냥 입고있어요 바지 사면서 교환한적 처음같은데 솔직히 왜 이렇게 유명한지 모르겠네요 이 바지저도 마른편이깅 한데 진짜 마르신분들 아니면 원하던 핏 안나올거같아요사진은 수선하기 전에 접어 올려놓은 거에요	0
가성비 최고 완전 예뻐요 ㅇ레이어드용으로 입기 너무 좋아요	1
색상이 마음에 들고 전체 길이나 사이즈도 좋습니다	1
남자친구한테 선물로 사줬는데 애착티셔츠라고 일주일에 번은 입고다녀요 올여름 최고의 갓성비 티셔츠 같습니다 디자인도 깔끔하고 사이즈도 넉넉해여	1
아무때나 입기 좋아요 근데 끈 빼고 입으면 부해보임	0
휴가 나갈 때 입으려고 영상 보자마자 샀습니다사이즈 없어서  입었는데 핏 나쁘지 않게 이쁘네요ㅎ	1
만족이에요 핏도 이쁘고 디자인도 정말 깔끔하고 최고	1
레이서 자켓 중에 최고입니다 대체품이 없어요 근데 사지 마세요 저만 입을래요	1
무난하게 입기에 최고의 바지입니다 재 구매 의사 있어요	1
이쁩니다 무난하게 입을 수 있네영 좋습니다 굿굿	1
색은 상품 사진에 있는 색 그대로 약간 쨍한 초록색입니다 배송도 빨리 오고 좋았는데 좀 올이 나간 부분이 있네요 검수만 잘 해주셨으면 더 좋았을 것 같습니다	0
지난 번 구매한 다른 색상이 맘에 들어 색상만 바꿔 재구매했는데 원단이 전혀 다르네요기존거랑 비교했을 때 원단이 확실히 얇아요그래서 핏도 다르고모자부분도 힘이 없이 주저앉아요반품비가 아까워서 그냥 둡니다만 이제부턴 손절각ㅡㅡ	0
저렴한가격에 고급지고 편하고 아주좋습니다 만족해요	1
오버핏인건 알았는데 생각보다 더 널널하네요 일단 그냥 입겠습니다	0
핏좋아요 넉넉하게나와서 정사이즈가면될듯합니다	1
엘무드는 역시 엘무드입니다 니트가 짱짱하고 미니멀한 느낌도 너무 좋네요	1
남친선물해줬는데 넘 잘입어요 커버낫최고에요	1
세미와이드보다 따뜻할 줄 알았는데 더 춥네요같은 사이즈 시켰는데 묘하게 불편한 느낌	0
두께도 두툼하고 좋습니다 가격이 좀 올라서 아쉽네요	0
재질이 좀더 시원한거같고 핏이 딱좋은거 같습니다 운동복으로도 좋구요 최고에요	1
이쁘네요 근데 허리에 끈이 없어서 바지에 핸펀만 넣어도 내려가요	0
털이 너무 심해요 옷 자체는 이쁜데 ㅜㅠ 정말 아쉽습니다	0
주머니가 없는게 살짝 아쉽긴 하지만 지금 날씨에 입기 너무 좋아요	0
기본 발마칸 코트로는 최고입니다 다만 오버핏이아닌 정핏인것 같고 그러다보니 팔길이랑 기장은 맞는데 하나 껴입고 입으면 조금 꽉 끼네요ㅠ	0
코트 두께감도 마음에 들고 다크 브라운 발마칸 코트는 흔치 않아서 다른사람과 겹칠 일도 없어서 좋습니다 핏감도 이쁘고 허리띠로도 스타일 연출이 가능해서 좋은 제품인 것 같아용	1
도톰하니 밖에서든 집에서든 어디서나 입기 좋아요 후드집업 찾고 있었는데 디자인도 너무 만족스럽고 핏도 적당히 넉넉해서 편하게 입고 있습니다 봄에도 입기 좋을것같아요ㅎㅎ 최고예용	1
사이즈 고민하다가 결국 했는데 좋은 선택이었어요저번에도 옷 살지말지 고민하다가 세일 끝나서 아쉬웠었는데 이번에 다시 세일하길래 호다닥 샀습니다후기대로 옷 촉감이 너무 좋고 부드러워요 이제 추워져서 맨살에는 못입겠지만 외투 안에는 잘 입을수 있을 것 같아요어벙한 느낌보다 핏한 느낌을 원해서 로 샀는데 딱 핏하게 살짝 크롭 될까 말까한 길이감에 품도 너무 좋아요 상체가 마른편 이어서  안하길 잘한것 같아요다른분들도 살지말지 고민하고 있다면 그냥 구매하세요 고민은 제품을 늦게 받을 뿐 입니다	1
핏이 다좋은데 저한테 사이즈가 좀 작아서 아쉽네요 ㅠㅠ	0
총장 긴거 안좋아하는편인데 접어서 입어도 예쁘고 그냥 쭉 내려도 적당해용 색감은 생각보다 밝아서 좋았어요 예뻐요	1
별점 점을 드려서 죄송합니다 편하게 자주 입고싶어서 구매했는데 자크가 잠기질 않아서 구매하고 한 번을 못입네요택을 받자마자 뜯어버려서 교환 환불도 어렵고 큰 하자가 아니라 작은 부자재 문제인 것 같아서 따지지도 못하소 너무 속상하네요 벌 중에 하나 꼴로 나오는 불량품이 하필 저에게 오네요 ㅠㅠ 만번 정도 자크를 잠가봤는데 도저히 잠기질 않네요 다음부터는 검수 확실히 해주셔서 이런 일 없게 해주셨으면 좋겠습니다 하지만 불량이 아닌 상품이라면 사이즈나 색깔 너무 만족스럽고 배송도 빨라 추천하고싶은 제품인 것 같습니다	0
맘에 들어요 색깔이 연청이랑 비슷해요 이쁘네요 자주 입을게용 ㅎㅎ	1
엘무드 니트는 너무 부드럽고 가성비가 좋아서 재구매합니다	1
촉감이 굉장히 부드러워요사이즈 넉넉하니 편해요언젠가 보풀은 일겠지만 지금은 보송하니 예쁩니다색감도 튀지않고 좋아요	1
역시 믿고사는 엘무드 니트네요 사이즈도 적당하고 너무 좋아요	1
살짝 오버해서 편하게 입을 수 있어서좋네요기장은 살짝 긴 편이라 아쉽네요	0
린넨이라 자연스러운 구김은 어쩔 수 없는 부분인데 사진에서는 심하게 티나네요 착용시에는 그렇게 신경이 쓰이는 편은 아니에요 많이 얇지 않고 적당해서 입기 좋아요 기장이 살짝 짧은 감이라 아쉽긴 한데 그냥 막 입기 좋아요 	0
저번에 무탠다드 셋업 구매하고 맘에 들어서 추가구매했습니다 가성비 최고	1
흰색보단 아이보리에 가까운 색입니다 무난해요	0
최고에요 만원대에 이 퀄리티말도안됩니다아아	1
사이즈 조오금 큰데 안에 뭐입으면 괜찮을거같아용 하나더 다른색으로 사고싶네여	1
사이즈 고민 많으실텐데 으로 가면 제 키 몸무게에는 세미 오버로 딱 맞아요	1
검정코츠가 필요하시다는 엄마에게 크리스마스선물로 미리 사드렸는데요 기장 품 모두 넉넉하니 마음에 들어하십니다단지 팔이 좀 기네요원래 입으시는데 완전 넉넉하시데요	1
싼마이 느낌이 나긴하지만 이가격대에서는 퀄리티 좋네요	1
엄청 편해서 츄리닝 입듯이 막 입고 다니기 너무 좋아요	1
옷이 보드랍긴 한데 좀 많이 무겁구용 보풀이 잘 일어나요 그냥 사무실에서 추울때입어여	0
전체적으론 좋은  데 뒤쪽 체크패턴라인이 양쪽이 안맞아서 좀 아쉽네요	0
데일리로 입기 너무너무 좋아요 가격도 저렴하고요 짱이에요	1
 주문했는데 기준 좀 커요저랑 비슷한 키이신 분들은 사는게 예쁠 것 같아요 	1
너무 좋아요 핏도 좋고요 제질도 좋고 다 좋아요다음에도 살 의향이 있습니다	1
허리 마감이 그냥 밴딩이라 생각보다 별로였어요 뭐 집어넣어서 입기 좀 그럼	0
무난한 검정 크루넥 니트로 훌륭합니다촉감도 좋아서 만족도 	1
가을겨울 잘입고다닐거같습니다 포장도 깔끔하고 핏도잘나옵니다	1
여유럽고 시원해서 여름에 입기 너무 좋아요 오버핏으로 스타일리쉬 합니다	1
전에 사이즈 샀다가 딱맞아서 로 시켰더니 약간 널널헤서 제가 제일 좋아하는 느낌 되서 너무 좋아요약간 배나오신 분들은  시켜보시는거 좋을것같아요그리고 라이트 웨이트라 엄청 얇아서 좀 추워지면 히트텍안에 입고 입어야겠네요 ㅋㅋ원턱이 잡혀있어서 고급진 느낌도 좋고 기장도 약간 곱창지는 느낌이라 에어포스 독일군 다 어울립니다 너무 좋아요 무탠다드	1
두꺼워서 추울 때 입으면 될거 같고 생각보다 큽니다	0
길이는 딱 적당한 것 같은데 생각보다 어깨라인이 좁고 두께감이 있어서 얇은 반팔에 받쳐입어야 딱 맞을 것 같아요 전체적으로는 괜찮습니다	0
옷 너무좋아요 역시 무탠다드는 가성비에 실패없는 최고	1
그냥 친구만나거나 피씨방갈때 입으면 편하고 좋아요오버핏으로 나왔어요 참고하세요	0
가디건 너무 이쁘다고 자꾸 물어보네요 블프 때 저렴하게 구매해서 너무 좋아요	1
허리가 좀 널널하고 길이는 조금 길었어요그래도 색이 예뻐서 무난하게 입을것같습니다	0
캐쥬얼하게 입기도 좋고 요즘날씨에 입기좋은것같아용	1
엄청 부드럽고 예쁘네요 포인트 옷으로 좋을 것 같아요	0
역시 깡형 믿고 있었습니다 너무 좋네요 색도 핏도 원단도 다 너무 좋아요	1
상당히 마음에 듭니다 재질이나 핏이나 색감도다른 색 구매예정	1
깔게 없습니다 색감도 좋고 핏도 좋고 가성비도 좋습니다 작년 니티드 콜라보 제품보다 더 마음에 듭니다	1
사이즈 좋고 색감도 예뻐요 그리고 그냥 입어도 될만큼 부드럽네용	1
잘 매치한다면 아주 이쁠거같고조금은 까끌해서 안에 이너 입으면 좋그요아랫단이 살짝 애매해서 접으니 이쁩니다	0
매년 한장 씩 스탠다드 세미와이드 필수 아이템 입니다 올해는 쟈켓도 구매했는데 사이즈는 정사이즈 보다 조금 커요 다른 브랜드 보다	0
소매 버튼이 리얼버튼이 아닌게 좀 아쉽지만합리적인 가격과 오버핏 진짜 잘뽑은듯	0
색감도 재질도 너무 이뻐요  진짜 가성비 니트중 최고입니다	1
솔직히 데일리로 고민없이 편하게 입기는 최고인것같아요핏 여유있고청바지 슬랙스 면바지 스웻팬츠 안가리고 다 잘어울리고아이보리같은 밝은 컬러가 또 고급스럽네요 겨울에 따듯한 남자 느낌 낼 수 있습니다 목도리까지 하면 더 좋을것 같아요	1
색상 좋고 셋업으로 무탠다드 너무너무 좋아요 감사해유	1
오늘 안올줄 알았는데 와있어서 너무 좋았어요하하	1
너무좋음어깨좁은나에게도 넓어보이는 옷임개꿀	1
너무 좋아요 다들 싸구려 자켓 사지 말고 무신사 스탠드드 하세요ㅠㅠ  오버사이즈 좋아해서 그런지 핏이 너무 맘에 들어요 블랙보다 다양한 바지에 입을 수 있는것같아요 ㅎㅎ 지금 츄리닝이긴 한데	1
최고입니다 정말 따뜻하고 기장도 긴편이여서 간지가 절로 납니다 진짜 이거 산 뒤로 지하철에 다른 사람들 코트 입은거 보면 콧웃음 날 정도로 이뻐요과장입니다 저 그렇게 나쁜사람 아니에요	1
구김없고 시보리 쫀쫀해서 원하는대로 스타일링 가능해요	1
옷이 너무이쁘고 포인트주기좋아여다른색도 사고 싶어요	1
옷보풀 겁나 잘일어납니다몇번입지도 않았는더 	0
사이즈 너무 정핏이네요 통이 좀만 넓었어두 괜찮았을텐데로 교환하려다 기장이 길어질것같아 그냥 입으려구요 옷은 너무이쁩니다	0
검정 슬랙스 기본기 최고입니다 저렴한 가격에 정말 잘샀어요	1
기장감이랑 밑단 시보리 짱짱한게 너무 좋습니다 색감도 넘 이뻐요	1
팔이 조금 길게 나온 것을 빼고는 다 좋아요 생각보다 엄청 무겁고 따뜻하네요 원래 사이즈 입는데 아니라 사도 될 뻔했습니다	0
데님 가성비가 정말 최고입니다 너무너무 만족합니다	1
상품 포장부터 너무 깔끔하게 잘 왔구요에 이고 근돼 스타일 몸인데 넣입빼입 둘다다른 스타일로 핏이 너무 이쁘게 나와용소재도 너무 좋고 그냥 핏이 완죤 이뻐유다른 색상 하나 더 살까 고민 중입니다근데 우측 팔부분에 오염된 부분이 있어서 좀 속상하지만 교환하기 귀찮아서 그냥 입어요ㅠ	0
너무 이쁜데 너무 커요  루즈핏으로 입으려구  샀는데 너무큼ㅠㅠ 디쟌이랑 모양은 너무너무 이쁜데 조금 아쉽 로 샀어도 충분했을거같아요 	0
저랑 비슷한 신체조건이신 분들  사이즈로 많이 가셨길래 으로 가봤는데 태어나서 이렇게 허리가 많이 남아본 적은 처음입니다 길이랑 통은 딱 좋은데 허리는 적어도  정도는 수선한 것 같아요 제 정도 키 몸무게에 허리 얇으신분들은 로 가거나 허리는 무조건 줄여야 한다고 보시면 될겁니다 바지는 너무 이뻐서 잘 입고 다닐 것 같네요	0
상체 반 사이즈 입고 어깨가 넓은 편인 키작녀에요 사이즈가 품절이기도 했고 상세 사이즈 보니 오버핏이라 도 가능할거 같아 주문하니 딱이네요 일부러 갖고있는 티셔츠 중 가장 두꺼운 티로 받쳐입어봤는데도 품은 여유가 있어요 키에 비해 팔이 긴편인데도 팔길이 여유있습니다 기장이 정도만 짧아도 좋을 것 같아요 상세정보와 동일하게 신축성이 약간 있는 옷감이라 활동하기 편할거 같아요엄청 큰 박스로 배송와서 놀랐는데 열어보니 옷걸이에 비닐커버 씌워져 반 접어 도착했네요 구김없이 와서 너무 좋아요 무신사 가격대비 재질 좋아서 자주 구매하려구요	1
가격에 비해 마감이나 퀄리티가 아쉬워요넥라인이 쫀쫀하지 않고 좀 울고 있고 실밥 풀린 곳도은근 많네요	0
가성비 최고입니다 핏도좋구요 히든밴딩덕에 더욱 편하게 입을수있어요	1
믿고사는 깡 콜라보 이번 니트 진짜 맛집인거같네요 여자친구도 너무 좋아합니다	1
바지 색감 너무 좋아요ㅜ편하고 기장길이 딱좋고 이쁘니까 자주 입을게용	1
전투용으로 입을 수 있는 가성비 니트는 역시 수아레가 최고인거같아요	1
너무너무 좋아요색상 사이즈 및 핏이 너무 좋습니다	1
엘무드가디건과 니트류들만 영접하다가 처음으로레이서자켓 아웃터를구매했는데 만듬새도좋고너무만족합니다 이번년도 최고의아웃터인거같네요	1
무탠다드는 역시 가성비가 짱이네요크롬진이 대세라고하길래 구매하려다가 진 대신 산건데 만족중입니다다만 아쉬운점은 사이즈업을 교환해서햇는데도 꼬툭튀가 ㄷㄷ넣입은 못하겠네요 잘가리고다녀야할듯ㅋㅋ	0
길이가 좀 더 길었으면 좋았는데 조금 아쉽네요 그래도 엄청 편해서 잘 입을거 같네요	0
부드럽고 어깨가 오버해서 체형 보완도 됩니다 핏도 아주 좋아요다만 안에 흰티 입으면 털이 뭍는다는 점은 약간은 아쉽지만 예약 배송해서 받을만한 가치가 있을 정도로 이뻐요	0
저도 제가 도대체 왜 를 샀는디 모르겠디만 굉장히 커요 시보리 짱짱할줄알고 길이 길어도 그냥 샀는데 축 늘어져요 그래도 휘뚜루용으로는 가격면이나 재질을 고려했을땐 괜찮아요	0
마감 퀄리티가  굉장히 안좋네요올이며  단추 마감 이며  색도 너무 이쁘고디자인도 이쁘지만 그런점이 아쉅네요	0
색감 촉감 모두 만족합니다 작년에 구매한 사이즈가 약간 작은 느낌이라 올해는 한 사이즈 올려 구매했어요	1
이만한 가성비가 없습니다 꼭 구매 하셔야합니다	1
좋아요 엄청따뜻하고 핏도좋고 아주 만족스럽습니더	1
